Date,Open,High,Low,Close,Volume
02/05/2022 15:30:00,16924.45,17092.25,16917.25,17069.1,0
04/05/2022 15:30:00,17096.6,17132.85,16623.95,16677.6,0
05/05/2022 15:30:00,16854.75,16945.7,16651.85,16682.65,0
06/05/2022 15:30:00,16415.55,16484.2,16340.9,16411.25,0
09/05/2022 15:30:00,16227.7,16403.7,16142.1,16301.85,0
10/05/2022 15:30:00,16248.9,16404.55,16197.3,16240.05,0
11/05/2022 15:30:00,16270.05,16318.75,15992.6,16167.1,0
12/05/2022 15:30:00,16021.1,16041.95,15735.75,15808,0
13/05/2022 15:30:00,15977,16083.6,15740.85,15782.15,0
16/05/2022 15:30:00,15845.1,15977.95,15739.65,15842.3,0
17/05/2022 15:30:00,15912.6,16284.25,15900.8,16259.3,0
18/05/2022 15:30:00,16318.15,16399.8,16211.2,16240.3,0
19/05/2022 15:30:00,15917.4,15984.75,15775.2,15809.4,0
20/05/2022 15:30:00,16043.8,16283.05,16003.85,16266.15,0
23/05/2022 15:30:00,16290.95,16414.7,16185.75,16214.7,0
24/05/2022 15:30:00,16225.55,16262.8,16078.6,16125.15,0
25/05/2022 15:30:00,16196.35,16223.35,16006.95,16025.8,0
26/05/2022 15:30:00,16105,16204.45,15903.7,16170.15,0
27/05/2022 15:30:00,16296.6,16370.6,16221.95,16352.45,0
30/05/2022 15:30:00,16527.9,16695.5,16506.15,16661.4,0
31/05/2022 15:30:00,16578.45,16690.75,16521.9,16584.55,0
01/06/2022 15:30:00,16594.4,16649.2,16438.85,16522.75,0
02/06/2022 15:30:00,16481.65,16646.4,16443.05,16628,0
03/06/2022 15:30:00,16761.65,16793.85,16567.9,16584.3,0
06/06/2022 15:30:00,16530.7,16610.95,16444.55,16569.55,0
07/06/2022 15:30:00,16469.6,16487.25,16347.1,16416.35,0
08/06/2022 15:30:00,16474.95,16514.3,16293.35,16356.25,0
09/06/2022 15:30:00,16263.85,16492.8,16243.85,16478.1,0
10/06/2022 15:30:00,16283.95,16324.7,16172.6,16201.8,0
13/06/2022 15:30:00,15877.55,15886.15,15684,15774.4,0
14/06/2022 15:30:00,15674.25,15858,15659.45,15732.1,0
15/06/2022 15:30:00,15729.25,15783.65,15678.9,15692.15,0
16/06/2022 15:30:00,15832.25,15863.15,15335.1,15360.6,0
17/06/2022 15:30:00,15272.65,15400.4,15183.4,15293.5,0
20/06/2022 15:30:00,15334.5,15382.5,15191.1,15350.15,0
21/06/2022 15:30:00,15455.95,15707.25,15419.85,15638.8,0
22/06/2022 15:30:00,15545.65,15565.4,15385.95,15413.3,0
23/06/2022 15:30:00,15451.55,15628.45,15367.5,15556.65,0
24/06/2022 15:30:00,15657.4,15749.25,15619.45,15699.25,0
27/06/2022 15:30:00,15926.2,15927.45,15815.5,15832.05,0
28/06/2022 15:30:00,15757.45,15892.1,15710.15,15850.2,0
29/06/2022 15:30:00,15701.7,15861.6,15687.8,15799.1,0
30/06/2022 15:30:00,15774.5,15890,15728.85,15780.25,0
01/07/2022 15:30:00,15703.7,15793.95,15511.05,15752.05,0
04/07/2022 15:30:00,15710.5,15852.35,15661.8,15835.35,0
05/07/2022 15:30:00,15909.15,16025.75,15785.45,15810.85,0
06/07/2022 15:30:00,15818.2,16011.35,15800.9,15989.8,0
07/07/2022 15:30:00,16113.75,16150.5,16045.95,16132.9,0
08/07/2022 15:30:00,16273.65,16275.5,16157.9,16220.6,0
11/07/2022 15:30:00,16136.15,16248.55,16115.5,16216,0
12/07/2022 15:30:00,16126.2,16158.75,16031.15,16058.3,0
13/07/2022 15:30:00,16128.2,16140,15950.15,15966.65,0
14/07/2022 15:30:00,16018.85,16070.85,15858.2,15938.65,0
15/07/2022 15:30:00,16010.8,16066.95,15927.3,16049.2,0
18/07/2022 15:30:00,16151.4,16287.95,16142.2,16278.5,0
19/07/2022 15:30:00,16187.05,16359.5,16187.05,16340.55,0
20/07/2022 15:30:00,16562.8,16588,16490.95,16520.85,0
21/07/2022 15:30:00,16523.55,16626.95,16483.9,16605.25,0
22/07/2022 15:30:00,16661.25,16752.25,16610.9,16719.45,0
25/07/2022 15:30:00,16662.55,16706.05,16564.25,16631,0
26/07/2022 15:30:00,16632.9,16636.1,16463.3,16483.85,0
27/07/2022 15:30:00,16475.35,16653.45,16438.75,16641.8,0
28/07/2022 15:30:00,16774.85,16947.65,16746.25,16929.6,0
29/07/2022 15:30:00,17079.5,17172.8,17018.15,17158.25,0
01/08/2022 15:30:00,17243.2,17356.25,17154.8,17340.05,0
02/08/2022 15:30:00,17310.15,17390.15,17215.85,17345.45,0
03/08/2022 15:30:00,17349.25,17407.5,17225.85,17388.15,0
04/08/2022 15:30:00,17463.1,17490.7,17161.25,17382,0
05/08/2022 15:30:00,17423.65,17474.4,17348.75,17397.5,0
08/08/2022 15:30:00,17401.5,17548.8,17359.75,17525.1,0
10/08/2022 15:30:00,17566.1,17566.1,17442.8,17534.75,0
11/08/2022 15:30:00,17711.65,17719.3,17631.95,17659,0
12/08/2022 15:30:00,17659.65,17724.65,17597.85,17698.15,0
16/08/2022 15:30:00,17797.2,17839.1,17764.05,17825.25,0
17/08/2022 15:30:00,17868.15,17965.95,17833.35,17944.25,0
18/08/2022 15:30:00,17898.65,17968.45,17852.05,17956.5,0
19/08/2022 15:30:00,17966.55,17992.2,17710.75,17758.45,0
22/08/2022 15:30:00,17682.9,17690.05,17467.35,17490.7,0
23/08/2022 15:30:00,17357.35,17625.55,17345.2,17577.5,0
24/08/2022 15:30:00,17525.45,17623.65,17499.25,17604.95,0
25/08/2022 15:30:00,17679,17726.5,17487.45,17522.45,0
26/08/2022 15:30:00,17619.3,17685.85,17519.35,17558.9,0
29/08/2022 15:30:00,17188.65,17380.15,17166.2,17312.9,0
30/08/2022 15:30:00,17414.95,17777.65,17401.5,17759.3,0
01/09/2022 15:30:00,17485.7,17695.6,17468.45,17542.8,0
02/09/2022 15:30:00,17598.4,17643.85,17476.45,17539.45,0
05/09/2022 15:30:00,17546.45,17683.15,17540.35,17665.8,0
06/09/2022 15:30:00,17695.7,17764.65,17587.65,17655.6,0
07/09/2022 15:30:00,17519.4,17650.75,17484.3,17624.4,0
08/09/2022 15:30:00,17748.15,17807.65,17691.95,17798.75,0
09/09/2022 15:30:00,17923.35,17925.95,17786,17833.35,0
13/09/2022 15:30:00,18044.45,18088.3,18015.45,18070.05,0
14/09/2022 15:30:00,17771.15,18091.55,17771.15,18003.75,0
15/09/2022 15:30:00,18046.35,18096.15,17861.5,17877.4,0
16/09/2022 15:30:00,17796.8,17820.05,17497.25,17530.85,0
19/09/2022 15:30:00,17540.65,17667.2,17429.7,17622.25,0
20/09/2022 15:30:00,17770.4,17919.3,17744.4,17816.25,0
21/09/2022 15:30:00,17766.35,17838.7,17663.6,17718.35,0
22/09/2022 15:30:00,17609.65,17722.75,17532.45,17629.8,0
23/09/2022 15:30:00,17593.85,17642.15,17291.65,17327.35,0
26/09/2022 15:30:00,17156.3,17196.4,16978.3,17016.3,0
27/09/2022 15:30:00,17110.9,17176.45,16942.35,17007.4,0
28/09/2022 15:30:00,16870.55,17037.6,16820.4,16858.6,0
29/09/2022 15:30:00,16993.6,17026.05,16788.6,16818.1,0
30/09/2022 15:30:00,16798.05,17187.1,16747.7,17094.35,0
03/10/2022 15:30:00,17102.1,17114.65,16855.55,16887.35,0
04/10/2022 15:30:00,17147.45,17287.3,17117.3,17274.3,0
06/10/2022 15:30:00,17379.25,17428.8,17315.65,17331.8,0
07/10/2022 15:30:00,17287.2,17337.35,17216.95,17314.65,0
10/10/2022 15:30:00,17094.35,17280.15,17064.7,17241,0
11/10/2022 15:30:00,17256.05,17261.8,16950.3,16983.55,0
12/10/2022 15:30:00,17025.55,17142.35,16960.05,17123.6,0
13/10/2022 15:30:00,17087.35,17112.35,16956.95,17014.35,0
14/10/2022 15:30:00,17322.3,17348.55,17169.75,17185.7,0
17/10/2022 15:30:00,17144.8,17328.55,17098.55,17311.8,0
18/10/2022 15:30:00,17438.75,17527.8,17434.05,17486.95,0
19/10/2022 15:30:00,17568.15,17607.6,17472.85,17512.25,0
20/10/2022 15:30:00,17423.1,17584.15,17421,17563.95,0
21/10/2022 15:30:00,17622.85,17670.15,17520.75,17576.3,0
25/10/2022 15:30:00,17808.3,17811.5,17637,17656.35,0
27/10/2022 15:30:00,17771.4,17783.9,17654.5,17736.95,0
28/10/2022 15:30:00,17756.4,17838.9,17723.7,17786.8,0
31/10/2022 15:30:00,17910.2,18022.8,17899.9,18012.2,0
01/11/2022 15:30:00,18130.7,18175.8,18060.15,18145.4,0
02/11/2022 15:30:00,18177.9,18178.75,18048.65,18082.85,0
03/11/2022 15:30:00,17968.35,18106.3,17959.2,18052.7,0
04/11/2022 15:30:00,18053.4,18135.1,18017.15,18117.15,0
07/11/2022 15:30:00,18211.75,18255.5,18064.75,18202.8,0
09/11/2022 15:30:00,18288.25,18296.4,18117.5,18157,0
10/11/2022 15:30:00,18044.35,18103.1,17969.4,18028.2,0
11/11/2022 15:30:00,18272.35,18362.3,18259.35,18349.7,0
14/11/2022 15:30:00,18376.4,18399.45,18311.4,18329.15,0
15/11/2022 15:30:00,18362.75,18427.95,18282,18403.4,0
16/11/2022 15:30:00,18398.25,18442.15,18344.15,18409.65,0
17/11/2022 15:30:00,18358.7,18417.6,18312.95,18343.9,0
18/11/2022 15:30:00,18382.95,18394.6,18209.8,18307.65,0
21/11/2022 15:30:00,18246.4,18262.3,18133.35,18159.95,0
22/11/2022 15:30:00,18179.15,18261.85,18137.7,18244.2,0
23/11/2022 15:30:00,18325.2,18325.4,18246,18267.25,0
24/11/2022 15:30:00,18326.1,18529.7,18294.25,18484.1,0
25/11/2022 15:30:00,18528.45,18534.9,18445.1,18512.75,0
28/11/2022 15:30:00,18430.55,18614.25,18365.6,18562.75,0
29/11/2022 15:30:00,18552.45,18678.1,18552.15,18618.05,0
30/11/2022 15:30:00,18625.7,18816.05,18616.55,18758.35,0
01/12/2022 15:30:00,18871.95,18887.6,18778.2,18812.5,0
02/12/2022 15:30:00,18752.4,18781.95,18639.2,18696.1,0
05/12/2022 15:30:00,18719.55,18728.6,18591.35,18701.05,0
06/12/2022 15:30:00,18600.65,18654.9,18577.9,18642.75,0
07/12/2022 15:30:00,18638.85,18668.3,18528.4,18560.5,0
08/12/2022 15:30:00,18570.85,18625,18536.95,18609.35,0
09/12/2022 15:30:00,18662.4,18664.7,18410.1,18496.6,0
12/12/2022 15:30:00,18402.15,18521.55,18345.7,18497.15,0
13/12/2022 15:30:00,18524.4,18617.25,18490.2,18608,0
14/12/2022 15:30:00,18671.25,18696.1,18632.9,18660.3,0
15/12/2022 15:30:00,18614.4,18652.9,18387.7,18414.9,0
16/12/2022 15:30:00,18319.1,18440.95,18255.15,18269,0
19/12/2022 15:30:00,18288.1,18431.65,18244.55,18420.45,0
20/12/2022 15:30:00,18340.3,18404.9,18202.65,18385.3,0
21/12/2022 15:30:00,18435.15,18473.35,18162.75,18199.1,0
22/12/2022 15:30:00,18288.8,18318.75,18068.6,18127.35,0
23/12/2022 15:30:00,17977.65,18050.45,17779.5,17806.8,0
26/12/2022 15:30:00,17830.4,18084.1,17774.25,18014.6,0
27/12/2022 15:30:00,18089.8,18149.25,17967.45,18132.3,0
28/12/2022 15:30:00,18084.75,18173.1,18068.35,18122.5,0
29/12/2022 15:30:00,18045.7,18229.7,17992.8,18191,0
30/12/2022 15:30:00,18259.1,18265.25,18080.3,18105.3,0
02/01/2023 15:30:00,18131.7,18215.15,18086.5,18197.45,0
03/01/2023 15:30:00,18163.2,18251.95,18149.8,18232.55,0
04/01/2023 15:30:00,18230.65,18243,18020.6,18042.95,0
05/01/2023 15:30:00,18101.95,18120.3,17892.6,17992.15,0
06/01/2023 15:30:00,18008.05,18047.4,17795.55,17859.45,0
09/01/2023 15:30:00,17952.55,18141.4,17936.15,18101.2,0
10/01/2023 15:30:00,18121.3,18127.6,17856,17914.15,0
11/01/2023 15:30:00,17924.25,17976.35,17824.35,17895.7,0
12/01/2023 15:30:00,17920.85,17945.8,17761.65,17858.2,0
13/01/2023 15:30:00,17867.5,17999.35,17774.25,17956.6,0
16/01/2023 15:30:00,18033.15,18049.65,17853.65,17894.85,0
17/01/2023 15:30:00,17922.8,18072.05,17886.95,18053.3,0
18/01/2023 15:30:00,18074.3,18183.75,18032.45,18165.35,0
19/01/2023 15:30:00,18119.8,18155.2,18063.75,18107.85,0
20/01/2023 15:30:00,18115.6,18145.45,18016.2,18027.65,0
23/01/2023 15:30:00,18118.45,18162.6,18063.45,18118.55,0
24/01/2023 15:30:00,18183.95,18201.25,18078.65,18118.3,0
25/01/2023 15:30:00,18093.35,18100.6,17846.15,17891.95,0
27/01/2023 15:30:00,17877.2,17884.75,17493.55,17604.35,0
30/01/2023 15:30:00,17541.95,17709.15,17405.55,17648.95,0
31/01/2023 15:30:00,17731.45,17735.7,17537.55,17662.15,0
01/02/2023 15:30:00,17811.6,17972.2,17353.4,17616.3,0
02/02/2023 15:30:00,17517.1,17653.9,17445.95,17610.4,0
03/02/2023 15:30:00,17721.75,17870.3,17584.2,17854.05,0
06/02/2023 15:30:00,17818.55,17823.7,17698.35,17764.6,0
07/02/2023 15:30:00,17790.1,17811.15,17652.55,17721.5,0
08/02/2023 15:30:00,17750.3,17898.7,17744.15,17871.7,0
09/02/2023 15:30:00,17885.5,17916.9,17779.8,17893.45,0
10/02/2023 15:30:00,17847.55,17876.95,17801,17856.5,0
13/02/2023 15:30:00,17859.1,17880.7,17719.75,17770.9,0
14/02/2023 15:30:00,17840.35,17954.55,17800.05,17929.85,0
15/02/2023 15:30:00,17896.6,18034.1,17853.8,18015.85,0
16/02/2023 15:30:00,18094.75,18134.75,18000.65,18035.85,0
17/02/2023 15:30:00,17974.85,18034.25,17884.6,17944.2,0
20/02/2023 15:30:00,17965.55,18004.35,17818.4,17844.6,0
21/02/2023 15:30:00,17905.8,17924.9,17800.3,17826.7,0
22/02/2023 15:30:00,17755.35,17772.5,17529.45,17554.3,0
23/02/2023 15:30:00,17574.65,17620.05,17455.4,17511.25,0
24/02/2023 15:30:00,17591.35,17599.75,17421.8,17465.8,0
27/02/2023 15:30:00,17428.6,17451.6,17299,17392.7,0
28/02/2023 15:30:00,17383.25,17440.45,17255.2,17303.95,0
01/03/2023 15:30:00,17360.1,17467.75,17345.25,17450.9,0
02/03/2023 15:30:00,17421.5,17445.8,17306,17321.9,0
03/03/2023 15:30:00,17451.25,17644.75,17427.7,17594.35,0
06/03/2023 15:30:00,17680.35,17799.95,17671.95,17711.45,0
08/03/2023 15:30:00,17665.75,17766.5,17602.25,17754.4,0
09/03/2023 15:30:00,17772.05,17772.35,17573.6,17589.6,0
10/03/2023 15:30:00,17443.8,17451.5,17324.35,17412.9,0
13/03/2023 15:30:00,17421.9,17529.9,17113.45,17154.3,0
14/03/2023 15:30:00,17160.55,17224.65,16987.1,17043.3,0
15/03/2023 15:30:00,17166.45,17211.35,16938.9,16972.15,0
16/03/2023 15:30:00,16994.65,17062.45,16850.15,16985.6,0
17/03/2023 15:30:00,17111.8,17145.8,16958.15,17100.05,0
20/03/2023 15:30:00,17066.6,17066.6,16828.35,16988.4,0
21/03/2023 15:30:00,17060.4,17127.7,17016,17107.5,0
22/03/2023 15:30:00,17177.45,17207.25,17107.85,17151.9,0
23/03/2023 15:30:00,17097.4,17205.4,17045.3,17076.9,0
24/03/2023 15:30:00,17076.2,17109.45,16917.35,16945.05,0
27/03/2023 15:30:00,16984.3,17091,16918.55,16985.7,0
28/03/2023 15:30:00,17031.75,17061.75,16913.75,16951.7,0
29/03/2023 15:30:00,16977.3,17126.15,16940.6,17080.7,0
31/03/2023 15:30:00,17210.35,17381.6,17204.65,17359.75,0
03/04/2023 15:30:00,17427.95,17428.05,17312.75,17398.05,0
05/04/2023 15:30:00,17422.3,17570.55,17402.7,17557.05,0
06/04/2023 15:30:00,17533.85,17638.7,17502.85,17599.15,0
10/04/2023 15:30:00,17634.9,17694.1,17597.95,17624.05,0
11/04/2023 15:30:00,17704.8,17748.75,17655.15,17722.3,0
12/04/2023 15:30:00,17759.55,17825.75,17717.25,17812.4,0
13/04/2023 15:30:00,17807.3,17842.15,17729.65,17828,0
17/04/2023 15:30:00,17863,17863,17574.05,17706.85,0
18/04/2023 15:30:00,17766.6,17766.6,17610.2,17660.15,0
19/04/2023 15:30:00,17653.35,17666.15,17579.85,17618.75,0
20/04/2023 15:30:00,17638.6,17684.45,17584.35,17624.45,0
21/04/2023 15:30:00,17639.75,17663.2,17553.95,17624.05,0
24/04/2023 15:30:00,17707.55,17754.5,17612.5,17743.4,0
25/04/2023 15:30:00,17761.55,17807.45,17716.85,17769.25,0
26/04/2023 15:30:00,17767.3,17827.75,17711.2,17813.6,0
27/04/2023 15:30:00,17813.1,17931.6,17797.9,17915.05,0
28/04/2023 15:30:00,17950.4,18089.15,17885.3,18065,0
02/05/2023 15:30:00,18124.8,18180.25,18101.75,18147.65,0
03/05/2023 15:30:00,18113.8,18116.35,18042.4,18089.85,0
04/05/2023 15:30:00,18081,18267.45,18066.7,18255.8,0
05/05/2023 15:30:00,18117.3,18216.95,18055.45,18069,0
08/05/2023 15:30:00,18120.6,18286.95,18100.3,18264.4,0
09/05/2023 15:30:00,18303.4,18344.2,18229.65,18265.95,0
10/05/2023 15:30:00,18313.6,18326.75,18211.95,18315.1,0
11/05/2023 15:30:00,18357.8,18389.7,18270.4,18297,0
12/05/2023 15:30:00,18273.75,18342.75,18194.55,18314.8,0
15/05/2023 15:30:00,18339.3,18458.9,18287.9,18398.85,0
16/05/2023 15:30:00,18432.35,18432.35,18264.35,18286.5,0
17/05/2023 15:30:00,18300.45,18309,18115.35,18181.75,0
18/05/2023 15:30:00,18287.5,18297.2,18104.85,18129.95,0
19/05/2023 15:30:00,18186.15,18218.1,18060.4,18203.4,0
22/05/2023 15:30:00,18201.1,18335.25,18178.85,18314.4,0
23/05/2023 15:30:00,18362.9,18419.75,18324.2,18348,0
24/05/2023 15:30:00,18294.8,18392.6,18262.95,18285.4,0
25/05/2023 15:30:00,18268.9,18338.1,18202.4,18321.15,0
26/05/2023 15:30:00,18368.35,18508.55,18333.15,18499.35,0
29/05/2023 15:30:00,18619.15,18641.2,18581.25,18598.65,0
30/05/2023 15:30:00,18606.65,18662.45,18575.5,18633.85,0
31/05/2023 15:30:00,18594.2,18603.9,18483.85,18534.4,0
01/06/2023 15:30:00,18579.4,18580.3,18464.55,18487.75,0
02/06/2023 15:30:00,18550.85,18573.7,18478.4,18534.1,0
05/06/2023 15:30:00,18612,18640.15,18582.8,18593.85,0
06/06/2023 15:30:00,18600.8,18622.75,18531.6,18599,0
07/06/2023 15:30:00,18665.6,18738.95,18636,18726.4,0
08/06/2023 15:30:00,18725.35,18777.9,18615.6,18634.55,0
09/06/2023 15:30:00,18655.9,18676.65,18555.4,18563.4,0
12/06/2023 15:30:00,18595.05,18633.6,18559.75,18601.5,0
13/06/2023 15:30:00,18631.8,18728.9,18631.8,18716.15,0
14/06/2023 15:30:00,18744.6,18769.7,18690,18755.9,0
15/06/2023 15:30:00,18774.45,18794.1,18669.05,18688.1,0
16/06/2023 15:30:00,18723.3,18864.7,18710.5,18826,0
19/06/2023 15:30:00,18873.3,18881.45,18719.15,18755.45,0
20/06/2023 15:30:00,18752.35,18839.7,18660.65,18816.7,0
21/06/2023 15:30:00,18849.4,18875.9,18794.85,18856.85,0
22/06/2023 15:30:00,18853.6,18886.6,18759.5,18771.25,0
23/06/2023 15:30:00,18741.85,18756.4,18647.1,18665.5,0
26/06/2023 15:30:00,18682.35,18722.05,18646.7,18691.2,0
27/06/2023 15:30:00,18748.55,18829.25,18714.25,18817.4,0
30/06/2023 15:30:00,19076.85,19201.7,19024.6,19189.05,0
03/07/2023 15:30:00,19246.5,19345.1,19234.4,19322.55,0
04/07/2023 15:30:00,19406.6,19434.15,19300,19389,0
05/07/2023 15:30:00,19405.95,19421.6,19339.6,19398.5,0
06/07/2023 15:30:00,19385.7,19512.2,19373,19497.3,0
07/07/2023 15:30:00,19422.8,19523.6,19303.6,19331.8,0
10/07/2023 15:30:00,19400.35,19435.85,19327.1,19355.9,0
11/07/2023 15:30:00,19427.1,19515.1,19406.45,19439.4,0
12/07/2023 15:30:00,19497.45,19507.7,19361.75,19384.3,0
13/07/2023 15:30:00,19495.2,19567,19385.8,19413.75,0
14/07/2023 15:30:00,19493.45,19595.35,19433.5,19564.5,0
17/07/2023 15:30:00,19612.15,19731.85,19562.95,19711.45,0
18/07/2023 15:30:00,19787.5,19819.45,19690.2,19749.25,0
19/07/2023 15:30:00,19802.95,19851.7,19727.45,19833.15,0
20/07/2023 15:30:00,19831.7,19991.85,19758.4,19979.15,0
21/07/2023 15:30:00,19800.45,19887.4,19700,19745,0
24/07/2023 15:30:00,19748.45,19782.75,19658.3,19672.35,0
25/07/2023 15:30:00,19729.35,19729.35,19615.95,19680.6,0
26/07/2023 15:30:00,19733.35,19825.6,19716.7,19778.3,0
27/07/2023 15:30:00,19850.9,19867.55,19603.55,19659.9,0
28/07/2023 15:30:00,19659.75,19695.9,19563.1,19646.05,0
31/07/2023 15:30:00,19666.35,19772.75,19597.6,19753.8,0
01/08/2023 15:30:00,19784,19795.6,19704.6,19733.55,0
02/08/2023 15:30:00,19655.4,19678.25,19423.55,19526.55,0
03/08/2023 15:30:00,19463.75,19537.65,19296.45,19381.65,0
04/08/2023 15:30:00,19462.8,19538.85,19436.45,19517,0
07/08/2023 15:30:00,19576.85,19620.45,19524.8,19597.3,0
08/08/2023 15:30:00,19627.2,19634.4,19533.1,19570.85,0
09/08/2023 15:30:00,19578.8,19645.5,19467.5,19632.55,0
10/08/2023 15:30:00,19605.55,19623.6,19495.4,19543.1,0
11/08/2023 15:30:00,19554.25,19557.75,19412.75,19428.3,0
14/08/2023 15:30:00,19383.95,19465.85,19257.9,19434.55,0
16/08/2023 15:30:00,19369,19482.75,19317.2,19465,0
17/08/2023 15:30:00,19450.55,19461.55,19326.25,19365.25,0
18/08/2023 15:30:00,19301.75,19373.8,19253.6,19310.15,0
21/08/2023 15:30:00,19320.65,19425.95,19296.3,19393.6,0
22/08/2023 15:30:00,19417.1,19443.5,19381.3,19396.45,0
23/08/2023 15:30:00,19439.2,19472.05,19366.6,19444,0
24/08/2023 15:30:00,19535.15,19584.45,19369,19386.7,0
25/08/2023 15:30:00,19297.4,19339.55,19229.7,19265.8,0
28/08/2023 15:30:00,19298.35,19366.85,19249.7,19306.05,0
29/08/2023 15:30:00,19374.85,19377.9,19309.1,19342.65,0
30/08/2023 15:30:00,19433.45,19452.8,19334.75,19347.45,0
31/08/2023 15:30:00,19375.55,19388.2,19223.65,19253.8,0
01/09/2023 15:30:00,19258.15,19458.55,19255.7,19435.3,0
04/09/2023 15:30:00,19525.05,19545.15,19432.85,19528.8,0
05/09/2023 15:30:00,19564.65,19587.05,19525.75,19574.9,0
06/09/2023 15:30:00,19581.2,19636.45,19491.5,19611.05,0
07/09/2023 15:30:00,19598.65,19737,19550.05,19727.05,0
08/09/2023 15:30:00,19774.8,19867.15,19727.05,19819.95,0
11/09/2023 15:30:00,19890,20008.15,19865.35,19996.35,0
12/09/2023 15:30:00,20110.15,20110.35,19914.65,19993.2,0
13/09/2023 15:30:00,19989.5,20096.9,19944.1,20070,0
14/09/2023 15:30:00,20127.95,20167.65,20043.45,20103.1,0
15/09/2023 15:30:00,20156.45,20222.45,20129.7,20192.35,0
18/09/2023 15:30:00,20155.95,20195.35,20115.7,20133.3,0
20/09/2023 15:30:00,19980.75,20050.65,19878.85,19901.4,0
21/09/2023 15:30:00,19840.55,19848.75,19709.95,19742.35,0
22/09/2023 15:30:00,19744.85,19798.65,19657.5,19674.25,0
25/09/2023 15:30:00,19678.2,19734.15,19601.55,19674.55,0
26/09/2023 15:30:00,19682.8,19699.35,19637.45,19664.7,0
27/09/2023 15:30:00,19637.05,19730.7,19554,19716.45,0
28/09/2023 15:30:00,19761.8,19766.65,19492.1,19523.55,0
29/09/2023 15:30:00,19581.2,19726.25,19551.05,19638.3,0
03/10/2023 15:30:00,19622.4,19623.2,19479.65,19528.75,0
04/10/2023 15:30:00,19446.3,19457.8,19333.6,19436.1,0
05/10/2023 15:30:00,19521.85,19576.95,19487.3,19545.75,0
06/10/2023 15:30:00,19621.2,19675.75,19589.4,19653.5,0
09/10/2023 15:30:00,19539.45,19588.95,19480.5,19512.35,0
10/10/2023 15:30:00,19565.6,19717.8,19565.45,19689.85,0
11/10/2023 15:30:00,19767,19839.2,19756.95,19811.35,0
12/10/2023 15:30:00,19822.7,19843.3,19772.65,19794,0
13/10/2023 15:30:00,19654.55,19805.4,19635.3,19751.05,0
16/10/2023 15:30:00,19737.25,19781.3,19691.85,19731.75,0
17/10/2023 15:30:00,19843.2,19849.75,19775.65,19811.5,0
18/10/2023 15:30:00,19820.45,19840.95,19659.95,19671.1,0
19/10/2023 15:30:00,19545.2,19681.8,19512.35,19624.7,0
20/10/2023 15:30:00,19542.15,19593.8,19518.7,19542.65,0
23/10/2023 15:30:00,19521.6,19556.85,19257.85,19281.75,0
25/10/2023 15:30:00,19286.45,19347.3,19074.15,19122.15,0
26/10/2023 15:30:00,19027.25,19041.7,18837.85,18857.25,0
27/10/2023 15:30:00,18928.75,19076.15,18926.65,19047.25,0
30/10/2023 15:30:00,19053.4,19158.5,18940,19140.9,0
31/10/2023 15:30:00,19232.95,19233.7,19056.45,19079.6,0
01/11/2023 15:30:00,19064.05,19096.05,18973.7,18989.15,0
02/11/2023 15:30:00,19120,19175.25,19064.15,19133.25,0
03/11/2023 15:30:00,19241,19276.25,19210.9,19230.6,0
06/11/2023 15:30:00,19345.85,19423,19309.7,19411.75,0
07/11/2023 15:30:00,19404.05,19423.5,19329.1,19406.7,0
08/11/2023 15:30:00,19449.6,19464.4,19401.5,19443.5,0
09/11/2023 15:30:00,19457.4,19463.9,19378.35,19395.3,0
10/11/2023 15:30:00,19351.85,19451.3,19329.45,19425.35,0
13/11/2023 15:30:00,19486.75,19494.4,19414.75,19443.55,0
15/11/2023 15:30:00,19651.4,19693.2,19579.65,19675.45,0
16/11/2023 15:30:00,19674.7,19875.25,19627,19765.2,0
17/11/2023 15:30:00,19674.75,19806,19667.45,19731.8,0
20/11/2023 15:30:00,19731.15,19756.45,19670.5,19694,0
21/11/2023 15:30:00,19770.9,19829.1,19754.05,19783.4,0
22/11/2023 15:30:00,19784,19825.55,19703.85,19811.85,0
23/11/2023 15:30:00,19828.45,19875.15,19786.75,19802,0
24/11/2023 15:30:00,19809.6,19832.85,19768.85,19794.7,0
28/11/2023 15:30:00,19844.65,19916.85,19800,19889.7,0
29/11/2023 15:30:00,19976.55,20104.65,19956.3,20096.6,0
30/11/2023 15:30:00,20108.5,20158.7,20015.85,20133.15,0
01/12/2023 15:30:00,20194.1,20291.55,20183.7,20267.9,0
04/12/2023 15:30:00,20601.95,20702.65,20507.75,20686.8,0
